Size,Type,Stages,Class,Style,Code,Cv_design,l,w,lw,A,n0,Ah,St,Stroke,Deadlift,l/w,dH,Rows,s1_d,s2_d,s3_d,s4_d,s1_dP,s2_dP,s3_dP,s4_dP,Arrangement,alpha,rowGap
02,S,1,015,L,CB-02-015-1001-S-L,90.6,26,6,0.070849556,0.000154284,20,-4.85,0.3,37.7,13.1,4.333333333,8.710513312,-,-,-,-,,1,-,-,,,0.5027,1.23
02,S,1,015,L,CU-02-015-1001-S-L,101,29,6,0.076849556,0.000172086,20,-4.85,0.3,37.7,6.1,4.833333333,8.95703289,-,-,-,-,,1,-,-,,,0.4977,1.23
02,S,1,015,L,CY-02-015-1001-S-L,90.6,26,6,0.070849556,0.000154284,20,-4.85,0.3,37.7,6.1,4.333333333,8.710513312,-,-,-,-,,1,-,-,,,0.5027,1.23
02,S,1,015,L,CW-02-015-1001-S-L,101,29,6,0.076849556,0.000172086,20,-4.85,0.3,37.7,6.1,4.833333333,8.95703289,-,-,-,-,,1,-,-,,,0.4977,1.23
02,H,1,015,L,CU-02-015-1001-H-L,85,2,2,0.006283185,3.14159E-06,608,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,,0.7566,-0.36
02,H,1,015,L,CB-02-015-1001-H-L,67.1,2,2,0.006283185,3.14159E-06,480,-4.85,0.3,37.7,13.1,1,2,15,2,-,-,,1,-,-,,,0.7566,-0.36
02,H,1,015,E,CU-02-015-1001-H-E,40,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/4/4/4/8/8/8/8/12/12/12/16/20/20/24/28/32/32/32/,0.7566,-0.36
02,H,1,015,Q,CU-02-015-1001-H-Q,67.7,2,2,0.006283185,3.14159E-06,468,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/8/8/12/20/24/28/32/32/32/32/32/32/32/32/32/32/32/32,0.7566,-0.36
02,H,2,015,L,CU-02-015-2001-H-L,26.3,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,13.1,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.23
02,H,2,015,L,CB-02-015-2001-H-L,18.6,1.8,1.8,0.005654867,2.54469E-06,252,-4.85,0.3,37.7,13.1,1,1.8,7,1.8,1.8,-,,0.5,0.5,-,,,0.7,2
02,H,2,015,E,CU-02-015-2001-H-E,10.9,2,2,0.006283185,3.14159E-06,120,-4.85,0.3,37.7,13.1,1,2,8,2,2,-,,0.5,0.5,-,,4/4/8/8/12/20/28/36/,0.7,2.23
02,H,2,015,Q,CU-02-015-2001-H-Q,21.1,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,13.1,1,2,8,2,2,-,,0.5,0.5,-,,8/16/28/36/36/36/36/36/,0.7,2.23
02,H,3,015,L,CU-02-015-3001-H-L,21.5,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.23
02,H,3,015,L,CB-02-015-3001-H-L,18.8,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,1.23
02,H,3,015,E,CU-02-015-3001-H-E,10.4,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/32/36,0.7,2.23
02,H,3,015,Q,CU-02-015-3001-H-Q,17.2,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,,0.334,0.334,0.332,,8/16/28/36/36/36/36/36,0.7,1.23
02,H,4,015,L,CU-02-015-4001-H-L,18.6,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.23
02,H,4,015,L,CB-02-015-4001-H-L,16.2,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.52
02,H,4,015,E,CU-02-015-4001-H-E,9,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/8/8/12/16/24/32/36,0.7,2.23
02,H,4,015,Q,CU-02-015-4001-H-Q,14.9,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,13.1,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,8/16/28/36/36/36/36/36,0.7,2.23
02,S,1,030,L,CB-02-030-1001-S-L,90.6,26,6,0.070849556,0.000154284,20,-4.85,0.3,37.7,13.1,4.333333333,8.710513312,-,-,-,-,,1,-,-,,,0.4977,1.23
02,S,1,030,L,CU-02-030-1001-S-L,95,29,6,0.076849556,0.000172086,16,-4.85,0.3,37.7,6.1,4.833333333,8.95703289,-,-,-,-,,1,-,-,,,0.4977,1.23
02,H,1,030,L,CU-02-030-1001-H-L,85,2,2,0.006283185,3.14159E-06,608,-4.85,0.3,37.7,6.1,1,2,18,2,-,-,,1,-,-,,,0.7566,-0.36
02,H,1,030,L,CB-02-030-1001-H-L,27.7,2,2,0.006283185,3.14159E-06,216,-4.85,0.3,37.7,13.1,1,2,15,2,-,-,,1,-,-,,4/4/4/4/8/8/8/12/12/16/20/24/28/32/32/,0.7,
02,H,1,030,E,CU-02-030-1001-H-E,40,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/4/4/4/8/8/8/8/12/12/12/16/20/20/24/28/32/32/32/,0.7566,-0.36
02,H,1,030,Q,CU-02-030-1001-H-Q,67.7,2,2,0.006283185,3.14159E-06,468,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/8/8/12/20/24/28/32/32/32/32/32/32/32/32/32/32/32/32,0.7566,-0.36
02,H,2,030,L,CU-02-030-2001-H-L,26.3,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.23
02,H,2,030,L,CB-02-030-2001-H-L,18.6,1.8,1.8,0.005654867,2.54469E-06,252,-4.85,0.3,37.7,13.1,1,1.8,7,1.8,1.8,-,,0.5,0.5,,,,0.7,2
02,H,2,030,E,CU-02-030-2001-H-E,10.9,2,2,0.006283185,3.14159E-06,116,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,4/8/8/12/20/28/36/,0.7,2.23
02,H,2,030,Q,CU-02-030-2001-H-Q,21.1,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,8/16/28/36/36/36/36/36/,0.7,2.23
02,H,3,030,L,CU-02-030-3001-H-L,21.5,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.23
02,H,3,030,L,CB-02-030-3001-H-L,18.8,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,1.23
02,H,3,030,E,CU-02-030-3001-H-E,10.4,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/32/36,0.7,2.23
02,H,3,030,Q,CU-02-030-3001-H-Q,17.2,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,8/16/28/36/36/36/36/36,0.7,1.23
02,H,4,030,L,CU-02-030-4001-H-L,18.6,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.23
02,H,4,030,L,CB-02-030-4001-H-L,16.2,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.52
02,H,4,030,E,CU-02-030-4001-H-E,9,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/8/8/12/16/24/32/36,0.7,2.23
02,H,4,030,Q,CU-02-030-4001-H-Q,14.9,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.518,0.25,0.25,0.25,8/16/28/36/36/36/36/36,0.7,2.23
02,S,1,060,L,CB-02-060-1001-S-L,90.6,26,6,0.070849556,0.000154284,20,-4.85,0.3,37.7,13.1,4.333333333,8.710513312,-,-,-,-,,1,-,-,,,0.4977,1.23
02,S,1,060,L,CU-02-060-1001-S-L,95,29,6,0.076849556,0.000172086,16,-4.85,0.3,37.7,6.1,4.833333333,8.95703289,-,-,-,-,,1,-,-,,,0.4977,1.23
02,H,1,060,L,CU-02-060-1001-H-L,85,2,2,0.006283185,3.14159E-06,608,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,,0.7566,-0.36
02,H,1,060,L,CB-02-060-1001-H-L,67.1,2,2,0.006283185,3.14159E-06,480,-4.85,0.3,37.7,13.1,1,2,15,2,-,-,,1,-,-,,,0.7566,0.36
02,H,1,060,E,CU-02-060-1001-H-E,40,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/4/4/4/8/8/8/8/12/12/12/16/20/20/24/28/32/32/32/,0.7566,-0.36
02,H,1,060,Q,CU-02-060-1001-H-Q,67.7,2,2,0.006283185,3.14159E-06,468,-4.85,0.3,37.7,6.1,1,2,19,2,-,-,,1,-,-,,4/8/8/12/20/24/28/32/32/32/32/32/32/32/32/32/32/32/32,0.7566,-0.36
02,H,2,060,L,CU-02-060-2001-H-L,26.3,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.23
02,H,2,060,L,CB-02-060-2001-H-L,18.6,1.8,1.8,0.005654867,2.54469E-06,252,-4.85,0.3,37.7,13.1,1,1.8,7,2,2,-,,0.5,0.5,-,,,0.7,2
02,H,2,060,E,CU-02-060-2001-H-E,10.9,2,2,0.006283185,3.14159E-06,120,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,4/4/8/8/12/20/28/36/,0.7,2.23
02,H,2,060,Q,CU-02-060-2001-H-Q,21.1,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,-,,0.5,0.5,-,,8/16/28/36/36/36/36/36/,0.7,2.23
02,H,3,060,L,CU-02-060-3001-H-L,21.5,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.23
02,H,3,060,L,CB-02-060-3001-H-L,18.8,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,1.23
02,H,3,060,E,CU-02-060-3001-H-E,10.4,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/32/36,0.7,2.23
02,H,3,060,Q,CU-02-060-3001-H-Q,17.2,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,,0.334,0.334,0.332,,8/16/28/36/36/36/36/36,0.7,1.23
02,H,4,060,L,CU-02-060-4001-H-L,18.6,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.518,0.25,0.25,0.25,,0.7,2.23
02,H,4,060,L,CB-02-060-4001-H-L,16.2,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37.7,13.1,1,2,7,2,2,2,2,0.518,0.25,0.25,0.25,,0.7,2.52
02,H,4,060,E,CU-02-060-4001-H-E,9,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.518,0.25,0.25,0.25,4/8/8/12/16/24/32/36,0.7,2.23
02,H,4,060,Q,CU-02-060-4001-H-Q,14.9,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37.7,6.1,1,2,8,2,2,2,2,0.518,0.25,0.25,0.25,8/16/28/36/36/36/36/36,0.7,2.23
02,S,1,090,L,CB-02-090-1001-S-L,71.1,24,6,0.066849556,0.000142416,16,-4.85,0.3,37,13.1,4,8.521582412,-,-,-,-,,1,-,-,,,0.5351,2.74
02,S,1,090,L,CU-02-090-1001-S-L,95.8,27,6,0.072849556,0.000160218,16,-4.85,0.3,37,6.1,4.5,8.797198444,-,-,-,-,,1,-,-,,,0.5351,2.74
02,H,1,090,L,CU-02-090-1001-H-L,65,2,2,0.006283185,3.14159E-06,576,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,,0.6107,
02,H,1,090,L,CB-02-090-1001-H-L,54.2,2,2,0.006283185,3.14159E-06,480,-4.85,0.3,37,13.1,1,2,15,2,-,-,,1,-,-,,,0.6107,
02,H,1,090,E,CU-02-090-1001-H-E,30.5,2,2,0.006283185,3.14159E-06,272,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,4/4/4/4/8/8/8/8/12/12/16/16/20/24/28/32/32/32/,0.6107,
02,H,1,090,Q,CU-02-090-1001-H-Q,52,2,2,0.006283185,3.14159E-06,464,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,4/8/12/16/20/24/28/32/32/32/32/32/32/32/32/32/32/32,0.6107,
02,H,2,090,L,CU-02-090-2001-H-L,26.3,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.11
02,H,2,090,L,CB-02-090-2001-H-L,18.6,1.8,1.8,0.005654867,2.54469E-06,252,-4.85,0.3,37,12.9,1,1.8,7,2,2,-,,0.5,0.5,-,,,0.7,2
02,H,2,090,E,CU-02-090-2001-H-E,10.9,2,2,0.006283185,3.14159E-06,120,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,4/4/8/8/12/20/28/36/,0.7,2.11
02,H,2,090,Q,CU-02-090-2001-H-Q,21.1,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,8/16/28/36/36/36/36/36/,0.7,2.11
02,H,3,090,L,CU-02-090-3001-H-L,19.1,2,2,0.006283185,3.14159E-06,256,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.23
02,H,3,090,L,CB-02-090-3001-H-L,16.7,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,12.9,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,2.42
02,H,3,090,E,CU-02-090-3001-H-E,10.7,2,2,0.006283185,3.14159E-06,136,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/32/32,0.7,2.23
02,H,3,090,Q,CU-02-090-3001-H-Q,15.1,2,2,0.006283185,3.14159E-06,204,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,4/16/24/32/32/32/32/32,0.7,2.11
02,H,4,090,L,CU-02-090-4001-H-L,18.6,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.11
02,H,4,090,L,CB-02-090-4001-H-L,16.2,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37,12.9,1,2,7,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.42
02,H,4,090,E,CU-02-090-4001-H-E,9,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/8/8/12/16/24/32/36,0.7,2.11
02,H,4,090,Q,CU-02-090-4001-H-Q,14.9,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,8/16/28/36/36/36/36/36,0.7,2.11
02,S,1,150,L,CB-02-150-1001-S-L,71.1,24,6,0.066849556,0.000142416,16,-4.85,0.3,37,13.1,4,8.521582412,-,-,-,-,,1,-,-,,,0.5351,2.74
02,S,1,150,L,CU-02-150-1001-S-L,95.8,27,6,0.072849556,0.000160218,16,-4.85,0.3,37,6.1,4.5,8.797198444,-,-,-,-,,1,-,-,,,0.5351,2.74
02,H,1,150,L,CU-02-150-1001-H-L,65,2,2,0.006283185,3.14159E-06,576,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,,0.6107,
02,H,1,150,L,CB-02-150-1001-H-L,54.2,2,2,0.006283185,3.14159E-06,480,-4.85,0.3,37,13.1,1,2,15,2,-,-,,1,-,-,,,0.6107,
02,H,1,150,E,CU-02-150-1001-H-E,30.5,2,2,0.006283185,3.14159E-06,272,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,4/4/4/4/8/8/8/8/12/12/16/16/20/24/28/32/32/32/,0.6107,
02,H,1,150,Q,CU-02-150-1001-H-Q,52,2,2,0.006283185,3.14159E-06,464,-4.85,0.3,37,6.1,1,2,18,2,-,-,,1,-,-,,4/8/12/16/20/24/28/32/32/32/32/32/32/32/32/32/32/32,0.6107,
02,H,2,150,L,CU-02-150-2001-H-L,26.3,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.11
02,H,2,150,L,CB-02-150-2001-H-L,18.6,1.8,1.8,0.005654867,2.54469E-06,252,-4.85,0.3,37,12.9,1,1.8,7,2,2,-,,0.5,0.5,-,,,0.7,2
02,H,2,150,E,CU-02-150-2001-H-E,10.9,2,2,0.006283185,3.14159E-06,120,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,4/4/8/8/12/20/28/36/,0.7,2.11
02,H,2,150,Q,CU-02-150-2001-H-Q,21.1,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,8/16/28/36/36/36/36/36/,0.7,2.11
02,H,3,150,L,CU-02-150-3001-H-L,19.1,2,2,0.006283185,3.14159E-06,256,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.11
02,H,3,150,L,CB-02-150-3001-H-L,16.7,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,12.9,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,2.42
02,H,3,150,E,CU-02-150-3001-H-E,10.1,2,2,0.006283185,3.14159E-06,128,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/28/28,0.7,2.23
02,H,3,150,Q,CU-02-150-3001-H-Q,15.1,2,2,0.006283185,3.14159E-06,204,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,4/16/24/32/32/32/32/32,0.7,2.11
02,H,4,150,L,CU-02-150-4001-H-L,18.6,2,2,0.006283185,3.14159E-06,288,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.11
02,H,4,150,L,CB-02-150-4001-H-L,16.2,2,2,0.006283185,3.14159E-06,252,-4.85,0.3,37,12.9,1,2,7,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.42
02,H,4,150,E,CU-02-150-4001-H-E,9,2,2,0.006283185,3.14159E-06,124,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/8/8/12/16/24/32/36,0.7,2.11
02,H,4,150,Q,CU-02-150-4001-H-Q,14.9,2,2,0.006283185,3.14159E-06,232,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,8/16/28/36/36/36/36/36,0.7,2.11
02,S,1,250,L,CB-02-250-1001-S-L,47,24,6,0.066849556,0.000142416,11,-4.85,0.3,37,12.9,4,8.521582412,-,-,-,-,,1,-,-,,,0.4726,3.42
02,S,1,250,L,CU-02-250-1001-S-L,95.8,27,6,0.072849556,0.000160218,16,-4.85,0.3,37,5.9,4.5,8.797198444,-,-,-,-,,1,-,-,,,0.4726,3.42
02,H,1,250,L,CU-02-250-1001-H-L,46,2,2,0.006283185,3.14159E-06,432,-4.85,0.3,37,5.9,1,2,18,2,-,-,,1,-,-,,,0.6483,
02,H,1,250,L,CB-02-250-1001-H-L,38.3,2,2,0.006283185,3.14159E-06,360,-4.85,0.3,37,12.9,1,2,15,2,-,-,,1,-,-,,,0.6483,
02,H,1,250,E,CU-02-250-1001-H-E,26.7,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,5.9,1,2,18,2,-,-,,1,-,-,,4/4/4/4/4/8/8/8/8/12/12/16/16/20/24/24/24/24/,0.6483,
02,H,1,250,Q,CU-02-250-1001-H-Q,41.4,2,2,0.006283185,3.14159E-06,348,-4.85,0.3,37,5.9,1,2,18,2,-,-,,1,-,-,,4/4/8/12/16/20/20/24/24/24/24/24/24/24/24/24/24/24,0.6483,
02,H,2,250,L,CU-02-250-2001-H-L,20.5,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,,0.7,2.11
02,H,2,250,L,CB-02-250-2001-H-L,15.3,2,2,0.006283185,3.14159E-06,168,-4.85,0.3,37,12.9,1,2,6,2,2,-,,0.5,0.5,-,,,0.7,2.42
02,H,2,250,E,CU-02-250-2001-H-E,10.2,2,2,0.006283185,3.14159E-06,112,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,4/4/8/8/12/20/28/28/,0.7,2.11
02,H,2,250,Q,CU-02-250-2001-H-Q,16,2,2,0.006283185,3.14159E-06,176,-4.85,0.3,37,6.2,1,2,8,2,2,-,,0.5,0.5,-,,4/12/20/28/28/28/28/28,0.7,2.11
02,H,3,250,L,CU-02-250-3001-H-L,16.7,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,,0.7,2.11
02,H,3,250,L,CB-02-250-3001-H-L,14.6,2,2,0.006283185,3.14159E-06,196,-4.85,0.3,37,12.9,1,2,7,2,2,2,,0.334,0.334,0.332,,,0.7,1.68
02,H,3,250,E,CU-02-250-3001-H-E,10.1,2,2,0.006283185,3.14159E-06,128,-4.85,0.3,37,6.2,1,2,7,2,2,2,,0.334,0.334,0.332,,4/8/8/12/16/24/28/28,0.7,2.11
02,H,3,250,Q,CU-02-250-3001-H-Q,13,2,2,0.006283185,3.14159E-06,176,-4.85,0.3,37,6.2,1,2,8,2,2,2,,0.334,0.334,0.332,,4/12/20/28/28/28/28/28,0.7,2.11
02,H,4,250,L,CU-02-250-4001-H-L,14,2,2,0.006283185,3.14159E-06,224,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.11
02,H,4,250,L,CB-02-250-4001-H-L,12.25,2,2,0.006283185,3.14159E-06,196,-4.85,0.3,37,12.9,1,2,7,2,2,2,2,0.25,0.25,0.25,0.25,,0.7,2.42
02,H,4,250,E,CU-02-250-4001-H-E,7.2,2,2,0.006283185,3.14159E-06,97,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/4/8/8/12/20/28/28,0.7,2.11
02,H,4,250,Q,CU-02-250-4001-H-Q,11.3,2,2,0.006283185,3.14159E-06,176,-4.85,0.3,37,6.2,1,2,8,2,2,2,2,0.25,0.25,0.25,0.25,4/12/20/28/28/28/28/28,0.7,2.11
03,S,1,015,L,CB-03-015-1001-S-L,207,37,8,0.099132741,0.000292744,20,-4.85,0.3,50.5,14.4,4.625,11.81220236,-,-,-,-,,1,-,-,,,0.5996,3.31
03,S,1,015,L,CU-03-015-1001-S-L,255.6,39,8,0.103132741,0.000308568,20,-4.85,0.3,50.5,7.4,4.875,11.9677998,-,-,-,-,,1,-,-,,,0.5996,3.31
03,H,1,015,L,CU-03-015-1001-H-L,173,3,3,0.009424778,7.06858E-06,512,-4.85,0.3,50.5,7.4,1,3,16,3,-,-,,1,-,-,,,0.8122,-0.33
03,H,1,015,L,CB-03-015-1001-H-L,151.4,3,3,0.009424778,7.06858E-06,448,-4.85,0.3,50.5,14.4,1,3,14,3,-,-,,1,-,-,,,0.8122,-0.45
03,H,1,015,E,CU-03-015-1001-H-E,79.1,3,3,0.009424778,7.06858E-06,236,-4.85,0.3,50.5,7.4,1,3,16,3,-,-,,1,-,-,,4/4/4/4/8/8/8/12/12/16/16/20/24/32/32/32/,0.8122,-0.33
03,H,1,015,Q,CU-03-015-1001-H-Q,136.8,3,3,0.009424778,7.06858E-06,408,-4.85,0.3,50.5,7.4,1,3,16,3,-,-,,1,-,-,,4/8/12/16/20/28/32/32/32/32/32/32/32/32/32/32,0.8122,-0.33
03,H,2,015,L,CU-03-015-2001-H-L,74.1,3,3,0.009424778,7.06858E-06,360,-4.85,0.3,50.5,7.4,1,3,9,3,3,-,,0.5,0.5,-,,,0.7,2.01
03,H,2,015,L,CB-03-015-2001-H-L,65.8,3,3,0.009424778,7.06858E-06,320,-4.85,0.3,50.5,14.4,1,3,8,2.2,3,-,,0.75,0.25,-,,,0.7,1.73
03,H,2,015,E,CU-03-015-2001-H-E,30.2,3,3,0.009424778,7.06858E-06,148,-4.85,0.3,50.5,7.4,1,3,9,3,3,-,,0.5,0.5,-,,4/4/8/8/12/16/24/32/40/,0.7,2.01
03,H,2,015,Q,CU-03-015-2001-H-Q,58.8,3,3,0.009424778,7.06858E-06,288,-4.85,0.3,50.5,7.4,1,3,9,2.2,3,-,,0.75,0.25,-,,8/16/28/36/40/40/40/40/40,0.7,2.01
03,H,3,015,L,CU-03-015-3001-H-L,60.5,3,3,0.009424778,7.06858E-06,360,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,,0.334,0.334,0.332,,,0.7,2.01
03,H,3,015,L,CB-03-015-3001-H-L,53.7,3,3,0.009424778,7.06858E-06,320,-4.85,0.3,50.5,14.4,1,3,8,3,3,3,,0.334,0.334,0.332,,,0.7,2.01
03,H,3,015,E,CU-03-015-3001-H-E,29.4,3,3,0.009424778,7.06858E-06,156,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,,0.334,0.334,0.332,,4/8/8/12/16/20/28/40/40,0.7,2.01
03,H,3,015,Q,CU-03-015-3001-H-Q,48,3,3,0.009424778,7.06858E-06,288,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,,0.334,0.334,0.332,,8/16/28/36/40/40/40/40/40,0.7,2.01
03,H,4,015,L,CU-03-015-4001-H-L,52.4,3,3,0.009424778,7.06858E-06,360,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,3,0.25,0.25,0.25,0.25,,0.7,2.01
03,H,4,015,L,CB-03-015-4001-H-L,46.5,3,3,0.009424778,7.06858E-06,336,-4.85,0.3,50.5,14.4,1,3,8,3,3,3,3,0.25,0.25,0.25,0.25,,0.7,
03,H,4,015,E,CU-03-015-4001-H-E,25.4,3,3,0.009424778,7.06858E-06,156,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,3,0.594,0.204,0.118,0.084,4/8/8/12/16/20/28/40/40,0.7,2.01
03,H,4,015,Q,CU-03-015-4001-H-Q,41.6,3,3,0.009424778,7.06858E-06,312,-4.85,0.3,50.5,7.4,1,3,9,3,3,3,3,0.25,0.25,0.25,0.25,8/16/28/36/40/40/40/40/40,0.7,
