Size,Type,Stages,Class,Style,Code,Cv_design,l,w,lw,A,n0,Ah,St,Stroke,Deadlift,l/w,dH,Rows,s1_d,s2_d,s3_d,s4_d,s1_dP,s2_dP,s3_dP,s4_dP,Arrangement,alpha,rowGap
18,S,1,015,L,CB-18-015-1001-S-L,5353,121,20,0.304831853,0.00239338,48,-4.85,0.3,173,34.2,6.05,31.40590428,-,-,-,-,,1,-,-,,,0.7,6.83
18,S,1,015,L,CU-18-015-1001-S-L,6078,138,20,0.338831853,0.00272964,48,-4.85,0.3,173,15.4,6.9,32.22412504,-,-,-,-,,1,-,-,,,0.7,6.83
18,H,1,015,L,CU-18-015-1001-H-L,4668,8,8,0.025132741,5.02655E-05,2024,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,,0.7797,-1.2
18,H,1,015,L,CB-18-015-1001-H-L,4243.8,8,8,0.025132741,5.02655E-05,1840,-4.85,0.3,173,34.2,1,8,20,8,-,-,,1,-,-,,,0.7797,-1.12
18,H,1,015,E,CU-18-015-1001-H-E,1793.9,8,8,0.025132741,5.02655E-05,784,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,8/8/8/8/12/12/12/16/16/20/20/24/28/32/36/40/48/52/60/68/80/88/88/,0.7797,-1.2
18,H,1,015,Q,CU-18-015-1001-H-Q,3569.4,8,8,0.025132741,5.02655E-05,1560,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,8/12/20/28/36/44/56/64/72/80/84/88/88/88/88/88/88/88/88/88/88/88/88,0.7797,-1.2
18,H,2,015,L,CU-18-015-2001-H-L,1780.4,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,,0.7,1.97
18,H,2,015,L,CB-18-015-2001-H-L,1557.8,8,8,0.025132741,5.02655E-05,1064,-4.85,0.3,173,34.2,1,8,14,8,8,-,,0.5,0.5,-,,,0.7,2.06
18,H,2,015,E,CU-18-015-2001-H-E,685.6,8,8,0.025132741,5.02655E-05,472,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,8/8/8/8/12/12/16/20/24/28/32/40/48/60/72/76/,0.7,1.97
18,H,2,015,Q,CU-18-015-2001-H-Q,1365.4,8,8,0.025132741,5.02655E-05,940,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,8/12/24/36/48/60/68/76/76/76/76/76/76/76/76/76,0.7,1.97
18,H,3,015,L,CU-18-015-3001-H-L,1434.5,8,8,0.025132741,5.02655E-05,1200,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,,0.7,2.69
18,H,3,015,L,CB-18-015-3001-H-L,1338.8,8,8,0.025132741,5.02655E-05,1120,-4.85,0.3,173,34.2,1,8,14,8,8,8,,0.334,0.332,0.334,,,0.7,2.06
18,H,3,015,E,CU-18-015-3001-H-E,616.7,8,8,0.025132741,5.02655E-05,496,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,4/8/8/12/12/16/20/24/28/36/44/56/68/80/80,0.7,2.69
18,H,3,015,Q,CU-18-015-3001-H-Q,1095.9,8,8,0.025132741,5.02655E-05,924,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,8/16/28/40/52/64/76/80/80/80/80/80/80/80/80,0.7,2.69
18,H,4,015,L,CU-18-015-4001-H-L,1242.4,8,8,0.025132741,5.02655E-05,1200,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.69
18,H,4,015,L,CB-18-015-4001-H-L,1159.5,8,8,0.025132741,5.02655E-05,1120,-4.85,0.3,173,34.2,1,8,14,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.06
18,H,4,015,E,CU-18-015-4001-H-E,505.3,8,8,0.025132741,5.02655E-05,457,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/8/8/12/12/16/20/24/28/36/44/52/64/80/80,0.7,2.69
18,H,4,015,Q,CU-18-015-4001-H-Q,949,8,8,0.025132741,5.02655E-05,924,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/16/28/40/52/64/76/80/80/80/80/80/80/80/80,0.7,2.69
18,S,1,030,L,CB-18-030-1001-S-L,5353,121,20,0.304831853,0.00239338,48,-4.85,0.3,173,34.2,6.05,31.40590428,-,-,-,-,,1,-,-,,,0.7,6.83
18,S,1,030,L,CU-18-030-1001-S-L,6078,138,20,0.338831853,0.00272964,48,-4.85,0.3,173,15.4,6.9,32.22412504,-,-,-,-,,1,-,-,,,0.7,6.83
18,H,1,030,L,CU-18-030-1001-H-L,4668,8,8,0.025132741,5.02655E-05,2024,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,,0.7797,-1.2
18,H,1,030,L,CB-18-030-1001-H-L,4243.8,8,8,0.025132741,5.02655E-05,1840,-4.85,0.3,173,34.2,1,8,20,8,-,-,,1,-,-,,,0.7797,-1.12
18,H,1,030,E,CU-18-030-1001-H-E,1793.9,8,8,0.025132741,5.02655E-05,784,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,8/8/8/8/12/12/12/16/16/20/20/24/28/32/36/40/48/52/60/68/80/88/88/,0.7797,-1.2
18,H,1,030,Q,CU-18-030-1001-H-Q,3569.4,8,8,0.025132741,5.02655E-05,1560,-4.85,0.3,173,15.4,1,8,23,8,-,-,,1,-,-,,8/12/20/28/36/44/56/64/72/80/84/88/88/88/88/88/88/88/88/88/88/88/88,0.7797,-1.2
18,H,2,030,L,CU-18-030-2001-H-L,1780.4,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,,0.7,1.97
18,H,2,030,L,CB-18-030-2001-H-L,1557.8,8,8,0.025132741,5.02655E-05,1064,-4.85,0.3,173,34.2,1,8,14,8,8,-,,0.5,0.5,-,,,0.7,2.06
18,H,2,030,E,CU-18-030-2001-H-E,685.6,8,8,0.025132741,5.02655E-05,472,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,8/8/8/8/12/12/16/20/24/28/32/40/48/60/72/76/,0.7,1.97
18,H,2,030,Q,CU-18-030-2001-H-Q,1365.4,8,8,0.025132741,5.02655E-05,940,-4.85,0.3,173,15.4,1,8,16,8,8,-,,0.5,0.5,-,,8/12/24/36/48/60/68/76/76/76/76/76/76/76/76/76,0.7,1.97
18,H,3,030,L,CU-18-030-3001-H-L,1434.5,8,8,0.025132741,5.02655E-05,1200,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,,0.7,2.69
18,H,3,030,L,CB-18-030-3001-H-L,1338.8,8,8,0.025132741,5.02655E-05,1120,-4.85,0.3,173,34.2,1,8,14,8,8,8,,0.334,0.332,0.334,,,0.7,2.06
18,H,3,030,E,CU-18-030-3001-H-E,616.7,8,8,0.025132741,5.02655E-05,496,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,4/8/8/12/12/16/20/24/28/36/44/56/68/80/80,0.7,2.69
18,H,3,030,Q,CU-18-030-3001-H-Q,1095.9,8,8,0.025132741,5.02655E-05,924,-4.85,0.3,173,15.4,1,8,15,8,8,8,,0.334,0.332,0.334,,8/16/28/40/52/64/76/80/80/80/80/80/80/80/80,0.7,2.69
18,H,4,030,L,CU-18-030-4001-H-L,1242.4,8,8,0.025132741,5.02655E-05,1200,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.69
18,H,4,030,L,CB-18-030-4001-H-L,1159.5,8,8,0.025132741,5.02655E-05,1120,-4.85,0.3,173,34.2,1,8,14,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.06
18,H,4,030,E,CU-18-030-4001-H-E,505.3,8,8,0.025132741,5.02655E-05,457,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/8/8/12/12/16/20/24/28/36/44/52/64/80/80,0.7,2.69
18,H,4,030,Q,CU-18-030-4001-H-Q,949,8,8,0.025132741,5.02655E-05,924,-4.85,0.3,173,15.4,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/16/28/40/52/64/76/80/80/80/80/80/80/80/80,0.7,2.69
18,S,1,060,L,CB-18-060-1001-S-L,6240,137,30,0.36824778,0.00406479,32,-4.85,0.3,198,34,4.566666667,44.15277131,-,-,-,-,,1,-,-,,,0.7,8.48
18,S,1,060,L,CU-18-060-1001-S-L,7060,155,30,0.40424778,0.00459885,32,-4.85,0.3,198,15.2,5.166666667,45.50525922,-,-,-,-,,1,-,-,,,0.7,8.48
18,H,1,060,L,CU-18-060-1001-H-L,5239,8,8,0.025132741,5.02655E-05,2484,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,,0.713,-1.28
18,H,1,060,L,CB-18-060-1001-H-L,4252,8,8,0.025132741,5.02655E-05,2016,-4.85,0.3,198,34,1,8,21,8,-,-,,1,-,-,,,0.713,-1.46
18,H,1,060,E,CU-18-060-1001-H-E,2178.3,8,8,0.025132741,5.02655E-05,952,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,8/8/8/8/8/12/12/12/16/16/16/20/24/24/28/32/36/40/44/48/56/60/68/76/88/92/92/,0.713,-1.28
18,H,1,060,Q,CU-18-060-1001-H-Q,4000.6,8,8,0.025132741,5.02655E-05,1912,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,8/12/16/24/32/40/48/56/64/72/80/84/88/92/92/92/92/92/92/92/92/92/92/92/92/92/92,0.713,-1.28
18,H,2,060,L,CU-18-060-2001-H-L,2003,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,,0.7,2.27
18,H,2,060,L,CB-18-060-2001-H-L,1780.4,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,-,,0.5,0.5,-,,,0.7,2.4
18,H,2,060,E,CU-18-060-2001-H-E,801.8,8,8,0.025132741,5.02655E-05,552,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,8/8/8/8/12/12/16/16/20/24/28/32/40/48/56/64/76/76/,0.7,2.27
18,H,2,060,Q,CU-18-060-2001-H-Q,1528.1,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,H,3,060,L,CU-18-060-3001-H-L,1635.4,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,,0.7,2.27
18,H,3,060,L,CB-18-060-3001-H-L,1453.6,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,8,,0.334,0.332,0.334,,,0.7,2.4
18,H,3,060,E,CU-18-060-3001-H-E,749.5,8,8,0.025132741,5.02655E-05,604,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,4/8/8/12/12/16/16/20/24/28/32/36/44/52/64/76/76/76,0.7,2.27
18,H,3,060,Q,CU-18-060-3001-H-Q,1247.7,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,H,4,060,L,CU-18-060-4001-H-L,1416.3,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.27
18,H,4,060,L,CB-18-060-4001-H-L,1258.9,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.4
18,H,4,060,E,CU-18-060-4001-H-E,567,8,8,0.025132741,5.02655E-05,515,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,8/8/8/8/12/12/16/16/20/24/28/32/40/48/56/64/76/76,0.7,2.27
18,H,4,060,Q,CU-18-060-4001-H-Q,1080.5,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,S,1,090,L,CB-18-090-1001-S-L,6240,137,30,0.36824778,0.00406479,32,-4.85,0.3,198,34,4.566666667,44.15277131,-,-,-,-,,1,-,-,,,0.7,8.48
18,S,1,090,L,CU-18-090-1001-S-L,7060,155,30,0.40424778,0.00459885,32,-4.85,0.3,198,15.2,5.166666667,45.50525922,-,-,-,-,,1,-,-,,,0.7,8.48
18,H,1,090,L,CU-18-090-1001-H-L,5239,8,8,0.025132741,5.02655E-05,2484,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,,0.713,-1.28
18,H,1,090,L,CB-18-090-1001-H-L,4252,8,8,0.025132741,5.02655E-05,2016,-4.85,0.3,198,34,1,8,21,8,-,-,,1,-,-,,,0.713,-1.46
18,H,1,090,E,CU-18-090-1001-H-E,2178.3,8,8,0.025132741,5.02655E-05,952,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,8/8/8/8/8/12/12/12/16/16/16/20/24/24/28/32/36/40/44/48/56/60/68/76/88/92/92/,0.713,-1.28
18,H,1,090,Q,CU-18-090-1001-H-Q,4000.6,8,8,0.025132741,5.02655E-05,1912,-4.85,0.3,198,15.2,1,8,27,8,-,-,,1,-,-,,8/12/16/24/32/40/48/56/64/72/80/84/88/92/92/92/92/92/92/92/92/92/92/92/92/92/92,0.713,-1.28
18,H,2,090,L,CU-18-090-2001-H-L,2003,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,,0.7,2.27
18,H,2,090,L,CB-18-090-2001-H-L,1780.4,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,-,,0.5,0.5,-,,,0.7,2.4
18,H,2,090,E,CU-18-090-2001-H-E,801.8,8,8,0.025132741,5.02655E-05,552,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,8/8/8/8/12/12/16/16/20/24/28/32/40/48/56/64/76/76/,0.7,2.27
18,H,2,090,Q,CU-18-090-2001-H-Q,1528.1,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,-,,0.5,0.5,-,,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,H,3,090,L,CU-18-090-3001-H-L,1635.4,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,,0.7,2.27
18,H,3,090,L,CB-18-090-3001-H-L,1453.6,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,8,,0.334,0.332,0.334,,,0.7,2.4
18,H,3,090,E,CU-18-090-3001-H-E,749.5,8,8,0.025132741,5.02655E-05,604,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,4/8/8/12/12/16/16/20/24/28/32/36/44/52/64/76/76/76,0.7,2.27
18,H,3,090,Q,CU-18-090-3001-H-Q,1247.7,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,8,,0.334,0.332,0.334,,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,H,4,090,L,CU-18-090-4001-H-L,1416.3,8,8,0.025132741,5.02655E-05,1368,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.27
18,H,4,090,L,CB-18-090-4001-H-L,1258.9,8,8,0.025132741,5.02655E-05,1216,-4.85,0.3,198,34,1,8,16,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.4
18,H,4,090,E,CU-18-090-4001-H-E,567,8,8,0.025132741,5.02655E-05,515,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,8/8/8/8/12/12/16/16/20/24/28/32/40/48/56/64/76/76,0.7,2.27
18,H,4,090,Q,CU-18-090-4001-H-Q,1080.5,8,8,0.025132741,5.02655E-05,1052,-4.85,0.3,198,15.4,1,8,18,8,8,8,8,0.25,0.25,0.25,0.25,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,2.27
18,S,1,150,L,CB-18-150-1001-S-L,4377,152,20,0.366831853,0.00300656,32,-4.85,0.3,212,34.1,7.6,32.78406687,-,-,-,-,,1,-,-,,,0.7,14.36
18,S,1,150,L,CU-18-150-1001-S-L,4974,173,20,0.408831853,0.00342194,32,-4.85,0.3,212,15.3,8.65,33.48017014,-,-,-,-,,1,-,-,,,0.7,14.36
18,H,1,150,L,CU-18-150-1001-H-L,4115,8,8,0.025132741,5.02655E-05,2436,-4.85,0.3,212,15.3,1,8,29,8,-,-,,1,-,-,,,0.571,-1.26
18,H,1,150,L,CB-18-150-1001-H-L,3688.9,8,8,0.025132741,5.02655E-05,2184,-4.85,0.3,212,34.1,1,8,26,8,-,-,,1,-,-,,,0.571,-1.2
18,H,1,150,E,CU-18-150-1001-H-E,1595,8,8,0.025132741,5.02655E-05,952,-4.85,0.3,212,15.3,1,8,29,8,-,-,,1,-,-,,8/8/8/8/8/8/12/12/12/16/16/16/20/20/24/24/28/32/36/40/44/48/52/60/68/72/84/84/84/,0.571,-1.26
18,H,1,150,Q,CU-18-150-1001-H-Q,3123.4,8,8,0.025132741,5.02655E-05,1864,-4.85,0.3,212,15.3,1,8,29,8,-,-,,1,-,-,,8/8/12/20/24/32/40/48/56/60/68/72/76/80/84/84/84/84/84/84/84/84/84/84/84/84/84/84/84,0.571,-1.26
18,H,2,150,L,CU-18-150-2001-H-L,1991.2,8,8,0.025132741,5.02655E-05,1360,-4.85,0.3,212,15.3,1,8,20,8,8,-,,0.5,0.5,-,,,0.7,1.93
18,H,2,150,L,CB-18-150-2001-H-L,1792,8,8,0.025132741,5.02655E-05,1224,-4.85,0.3,212,34.1,1,8,18,8,8,-,,0.5,0.5,-,,,0.7,1.99
18,H,2,150,E,CU-18-150-2001-H-E,790.2,8,8,0.025132741,5.02655E-05,544,-4.85,0.3,212,15.3,1,8,20,8,8,-,,0.5,0.5,-,,4/8/8/8/8/12/12/12/16/20/20/24/28/32/40/44/52/60/68/68/,0.7,1.93
18,H,2,150,Q,CU-18-150-2001-H-Q,1521.6,8,8,0.025132741,5.02655E-05,1047,-4.85,0.3,212,15.3,1,8,20,8,8,-,,0.5,0.5,-,,8/12/20/32/40/52/60/68/76/76/76/76/76/76/76/76/76/76,0.7,1.93
18,H,3,150,L,CU-18-150-3001-H-L,1544.5,8,8,0.025132741,5.02655E-05,1292,-4.85,0.3,212,15.3,1,8,19,8,8,8,,0.334,0.332,0.334,,,0.7,2.48
18,H,3,150,L,CB-18-150-3001-H-L,1381.9,8,8,0.025132741,5.02655E-05,1156,-4.85,0.3,212,34.1,1,8,17,8,8,8,,0.334,0.332,0.334,,,0.7,2.62
18,H,3,150,E,CU-18-150-3001-H-E,621.5,8,8,0.025132741,5.02655E-05,488,-4.85,0.3,212,15.3,1,8,19,8,8,8,,0.334,0.332,0.334,,4/8/8/8/8/12/12/16/16/20/24/28/32/36/44/52/60/68/68,0.7,2.48
18,H,3,150,Q,CU-18-150-3001-H-Q,1186,8,8,0.025132741,5.02655E-05,1000,-4.85,0.3,212,15.3,1,8,19,8,8,8,,0.334,0.332,0.334,,8/12/16/28/36/44/52/60/64/68/68/68/68/68/68/68/68/68/68,0.7,2.48
18,H,4,150,L,CU-18-150-4001-H-L,1337.6,8,8,0.025132741,5.02655E-05,1292,-4.85,0.3,212,15.3,1,8,19,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.48
18,H,4,150,L,CB-18-150-4001-H-L,1196.8,8,8,0.025132741,5.02655E-05,1156,-4.85,0.3,212,34.1,1,8,17,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,2.62
18,H,4,150,E,CU-18-150-4001-H-E,538.2,8,8,0.025132741,5.02655E-05,524,-4.85,0.3,212,15.3,1,8,19,8,8,8,8,0.25,0.25,0.25,0.25,4/8/8/8/8/12/12/16/16/20/24/28/32/36/44/52/60/68/68,0.7,2.48
18,H,4,150,Q,CU-18-150-4001-H-Q,1027.1,8,8,0.025132741,5.02655E-05,1000,-4.85,0.3,212,15.3,1,8,19,8,8,8,8,0.25,0.25,0.25,0.25,8/12/16/28/36/44/52/60/64/68/68/68/68/68/68/68/68/68/68,0.7,2.48
20,S,1,015,L,CB-20-015-1001-S-L,7783,162,30,0.41824778,0.00480654,36,-4.85,0.3,199,33.2,5.4,45.96834924,-,-,-,-,,1,-,-,,,0.66,10.14
20,S,1,015,L,CU-20-015-1001-S-L,8538,180,30,0.45424778,0.0053406,36,-4.85,0.3,199,14.4,6,47.02807798,-,-,-,-,,1,-,-,,,0.66,10.14
20,H,1,015,L,CU-20-015-1001-H-L,6585,10,10,0.031415927,7.85398E-05,1824,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,,0.781,-2.41
20,H,1,015,L,CB-20-015-1001-H-L,5760,10,10,0.031415927,7.85398E-05,1596,-4.85,0.3,199,33.2,1,10,21,10,-,-,,1,-,-,,,0.781,-2.21
20,H,1,015,E,CU-20-015-1001-H-E,2693,10,10,0.031415927,7.85398E-05,752,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,8/8/8/8/8/12/12/12/16/16/20/20/24/28/32/36/40/44/52/56/64/76/76/76/,0.781,-2.41
20,H,1,015,Q,CU-20-015-1001-H-Q,5027.9,10,10,0.031415927,7.85398E-05,1404,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,8/8/16/24/28/36/44/52/60/68/72/76/76/76/76/76/76/76/76/76/76/76/76/76,0.781,-2.41
20,H,2,015,L,CU-20-015-2001-H-L,1932.7,8,8,0.025132741,5.02655E-05,1320,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,,0.7,4.56
20,H,2,015,L,CB-20-015-2001-H-L,1803.8,8,8,0.025132741,5.02655E-05,1232,-4.85,0.3,199,34,1,8,14,8,8,-,,0.5,0.5,-,,,0.7,4.08
20,H,2,015,E,CU-20-015-2001-H-E,726.3,8,8,0.025132741,5.02655E-05,500,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,8/8/8/12/12/16/20/24/28/36/44/52/64/80/88/,0.7,4.56
20,H,2,015,Q,CU-20-015-2001-H-Q,1470,8,8,0.025132741,5.02655E-05,1012,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,8/16/28/44/60/72/80/88/88/88/88/88/88/88/88,0.7,4.56
20,H,3,015,L,CU-20-015-3001-H-L,1578,8,8,0.025132741,5.02655E-05,1320,-4.85,0.3,199,15.2,1,8,15,8,8,8,,0.334,0.332,0.334,,,0.7,4.56
20,H,3,015,L,CB-20-015-3001-H-L,1472.8,8,8,0.025132741,5.02655E-05,1232,-4.85,0.3,199,34,1,8,14,8,8,8,,0.334,0.332,0.334,,,0.7,4.08
20,H,3,015,E,CU-20-015-3001-H-E,702.1,8,8,0.025132741,5.02655E-05,564,-4.85,0.3,199,15.2,1,8,15,8,8,8,,0.334,0.332,0.334,,4/8/12/12/16/20/24/28/32/40/52/64/76/88/88,0.7,4.56
20,H,3,015,Q,CU-20-015-3001-H-Q,1200.2,8,8,0.025132741,5.02655E-05,1012,-4.85,0.3,199,15.2,1,8,15,8,8,8,,0.334,0.332,0.334,,8/16/28/44/60/72/80/88/88/88/88/88/88/88/88,0.7,4.18
20,H,4,015,L,CU-20-015-4001-H-L,1366,8,8,0.025132741,5.02655E-05,1320,-4.85,0.3,199,15.2,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,4.56
20,H,4,015,L,CB-20-015-4001-H-L,1274.9,8,8,0.025132741,5.02655E-05,1232,-4.85,0.3,199,34,1,8,14,8,8,8,8,0.25,0.25,0.25,0.25,,0.7,4.08
20,H,4,015,E,CU-20-015-4001-H-E,513.6,8,8,0.025132741,5.02655E-05,500,-4.85,0.3,199,15.2,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/8/8/12/12/16/20/24/28/36/44/52/64/80/88,0.7,4.56
20,H,4,015,Q,CU-20-015-4001-H-Q,1039.4,8,8,0.025132741,5.02655E-05,1012,-4.85,0.3,199,15.2,1,8,15,8,8,8,8,0.25,0.25,0.25,0.25,8/16/28/44/60/72/80/88/88/88/88/88/88/88/88,0.7,4.56
20,S,1,030,L,CB-20-030-1001-S-L,7783,162,30,0.41824778,0.00480654,36,-4.85,0.3,199,33.2,5.4,45.96834924,-,-,-,-,,1,-,-,,,0.66,10.14
20,S,1,030,L,CU-20-030-1001-S-L,8538,180,30,0.45424778,0.0053406,36,-4.85,0.3,199,14.4,6,47.02807798,-,-,-,-,,1,-,-,,,0.66,10.14
20,H,1,030,L,CU-20-030-1001-H-L,6585,10,10,0.031415927,7.85398E-05,1824,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,,0.781,-2.41
20,H,1,030,L,CB-20-030-1001-H-L,5760,10,10,0.031415927,7.85398E-05,1596,-4.85,0.3,199,33.2,1,10,21,10,-,-,,1,-,-,,,0.781,-2.21
20,H,1,030,E,CU-20-030-1001-H-E,2693,10,10,0.031415927,7.85398E-05,752,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,8/8/8/8/8/12/12/12/16/16/20/20/24/28/32/36/40/44/52/56/64/76/76/76/,0.781,-2.41
20,H,1,030,Q,CU-20-030-1001-H-Q,5027.9,10,10,0.031415927,7.85398E-05,1404,-4.85,0.3,199,14.4,1,10,24,10,-,-,,1,-,-,,8/8/16/24/28/36/44/52/60/68/72/76/76/76/76/76/76/76/76/76/76/76/76/76,0.781,-2.41
20,H,2,030,L,CU-20-030-2001-H-L,1932.7,8,8,0.025132741,5.02655E-05,1320,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,,0.7,4.56
20,H,2,030,L,CB-20-030-2001-H-L,1803.8,8,8,0.025132741,5.02655E-05,1232,-4.85,0.3,199,34,1,8,14,8,8,-,,0.5,0.5,-,,,0.7,4.08
20,H,2,030,E,CU-20-030-2001-H-E,726.3,8,8,0.025132741,5.02655E-05,500,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,8/8/8/12/12/16/20/24/28/36/44/52/64/80/88/,0.7,4.56
20,H,2,030,Q,CU-20-030-2001-H-Q,1470,8,8,0.025132741,5.02655E-05,1012,-4.85,0.3,199,15.2,1,8,15,8,8,-,,0.5,0.5,-,,8/16/28/44/60/72/80/88/88/88/88/88/88/88/88,0.7,4.56
20,H,3,030,L,CU-20-030-3001-H-L,1578,8,8,0.025132741,5.02655E-05,1320,-4.85,0.3,199,15.2,1,8,15,8,8,8,,0.334,0.332,0.334,,,0.7,4.56
20,H,3,030,L,CB-20-030-3001-H-L,1472.8,8,8,0.025132741,5.02655E-05,1232,-4.85,0.3,199,34,1,8,14,8,8,8,,0.334,0.332,0.334,,,0.7,4.08
20,H,3,030,E,CU-20-030-3001-H-E,702.1,8,8,0.025132741,5.02655E-05,564,-4.85,0.3,199,15.2,1,8,15,8,8,8,,0.334,0.332,0.334,,4/8/12/12/16/20/24/28/32/40/52/64/76/88/88,0.7,4.56
